更新时间,#genre#
20250924 18:22,url


RespoTime,whitelist,#genre#
61.10ms,广东卫视,https://txmov2.a.kwimgs.com/upic/2023/01/26/09/BMjAyMzAxMjYwOTE3NDVfNzM5MzQzNzIyXzk0NjI1OTUwNTA3XzBfMw==_b_B81ddda927d33445d544befd008e60109.mp4
64.33ms,🔀唐伯虎点秋香,https://ukzy.ukubf4.com/20220407/wnsgZzX9/index.m3u8
64.87ms,明珠台,http://r.jdshipin.com/ZQ4kN
65.72ms,STARS-683 总是连射。足球社顾问女教师的热情颜射指导、喉头射精、追击口交 天宫花南,https://mplay.8dy.one/url-https://v2024.sysybf.com/20241229/taoFrbpS/index.m3u8
67.11ms,CNA,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_4.m3u8
67.69ms,龙华戏剧,https://cdn8.163189.xyz/live/lhxj/stream.m3u8
73.05ms,RedBull Sport,https://rbmn-live.akamaized.net/hls/live/590964/BoRB-AT/master_3360.m3u8
73.42ms,KIRE-084 傲慢的女上司和垃圾无能的部下一起出差开房被权力骚扰衝昏头脑 藤森裏穂,https://mplay.8dy.one/url-https://v2024.sysybf.com/20241229/px8LsUmn/index.m3u8
74.28ms,RTHK31,http://php.jdshipin.com/TVOD/iptv.php?id=rthk31
74.64ms,🔀食神,https://ukzy.ukubf4.com/20220407/dtaM5NLB/index.m3u8
78.49ms,港台电视31,http://php.jdshipin.com:8880/TVOD/iptv.php?id=rthk31
85.05ms,镇江1套,http://zjtv-wshls.homecdn.com/live/2aa50.m3u8
86.17ms,叙州新闻综合,http://pili-live-hls.ybcxjd.com/jdh-live/2108111201035597.m3u8?zsicd
87.37ms,宜兴新闻,http://yixing-tv-ori-hls.jstv.com/yixing-tv-ori/yixing_xw.m3u8
89.40ms,春晚1988,https://txmov2.a.kwimgs.com/bs3/video-hls/5216575810935394655_hlsb.m3u8
91.29ms,CGTN纪录,https://0472.org/hls/cgtnd.m3u8
91.53ms,苏州4K,https://live-auth.51kandianshi.com/szgd/csztv4k_hd.m3u8
91.77ms,疯狂八三(1983)HD粤语版,https://vip.lz-cdn3.com/20230711/20168_f57975a0/2000k/hls/mixed.m3u8
92.57ms,无线新闻台,http://php.jdshipin.com/smt.php?id=inews_twn
96.14ms,CGTN俄语,https://0472.org/hls/cgtne.m3u8
97.05ms,TVB星河,http://php.jdshipin.com/smt.php?id=Xinhe
97.66ms,龙华电影,https://cdn8.163189.xyz/live/lhdy/stream.m3u8
99.22ms,千禧经典,http://php.jdshipin.com:8880/smt.php?id=Tvbclassic
99.26ms,苏州新闻综合,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=0811&tk=e503191f8e20
99.39ms,华丽翡翠台,http://php.jdshipin.com/smt.php?id=Tvbjade
102.52ms,CGTN英语,https://0472.org/hls/cgtn.m3u8
103.31ms,TVB星河,http://php.jdshipin.com:8880/smt.php?id=Xinhe
104.28ms,TVB 华丽台,http://php.jdshipin.com:8880/smt.php?id=Tvbjade
107.19ms,翡翠台,http://php.jdshipin.com/TVOD/iptv.php?id=fct
107.69ms,CGTN法语,https://0472.org/hls/cgtnf.m3u8
108.35ms,翡翠台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct
112.46ms,凤凰卫视,http://php.jdshipin.com:8880/smt.php?id=phoenixtv_hd
113.65ms,连云港新闻综合,https://migu.188766.xyz/?migutoken=1b0d5ada0a7a68f9bc0ad66f4464a69d&id=%E8%BF%9E%E4%BA%91%E6%B8%AF%E6%96%B0%E9%97%BB%E7%BB%BC%E5%90%88&type=yy
115.94ms,北京影视,https://migu.188766.xyz/?migutoken=528b14c3c6b4704e1e7cf96b1b0f1529&id=%E5%8C%97%E4%BA%AC%E5%BD%B1%E8%A7%86&type=yy
116.33ms,徐州新闻综合,https://migu.188766.xyz/?migutoken=90cdf34a083e27f2b39272bc2bf7a3bf&id=%E5%BE%90%E5%B7%9E%E6%96%B0%E9%97%BB%E7%BB%BC%E5%90%88&type=yy
117.15ms,上海第一财经,https://migu.188766.xyz/?migutoken=b8d7dbd0bc89492df1c76fe83baa3f8d&id=%E4%B8%8A%E6%B5%B7%E7%AC%AC%E4%B8%80%E8%B4%A2%E7%BB%8F&type=yy
117.41ms,陕西都市青春频道,https://migu.188766.xyz/?migutoken=ff6bde866ebc92df82083bb3515eefbe&id=%E9%99%95%E8%A5%BF%E9%83%BD%E5%B8%82%E9%9D%92%E6%98%A5%E9%A2%91%E9%81%93&type=yy#http://gslbmgsplive.miguvideo.com/migu/kailu/sxdsqc/51/20250804/index.m3u8?msisdn=202509241400336852c76c7cbf4d33ae265036dbc60687&mdspid=&spid=600572&netType=0&sid=5910022190&pid=2028597139&timestamp=20250924140033&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=956909358&ParentNodeID=-99&assertID=5910022190&client_ip=106.13.250.83&SecurityKey=20250924140033&promotionId=&mvid=5900006713&mcid=500020&playurlVersion=WX-A1-8.9.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=f5617354456a5d250af66a933ad09177&ddCalcu=7f75e162916070d3a5343495a66a65fda205
117.72ms,泰州新闻综合,https://migu.188766.xyz/?migutoken=2b24eb9011759b7d63dee795f9b28861&id=%E6%B3%B0%E5%B7%9E%E6%96%B0%E9%97%BB%E7%BB%BC%E5%90%88&type=yy#http://gslbmgsplive.miguvideo.com/wd_r2/jstv/tzxinwenzonghe/600/index.m3u8?msisdn=20250924140033aa7f9f7eb5ee49c1a89961ec84238b7c&mdspid=&spid=699067&netType=0&sid=5500469354&pid=2028597139&timestamp=20250924140033&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=639731818&ParentNodeID=-99&assertID=5500469354&client_ip=106.13.250.83&SecurityKey=20250924140033&promotionId=&mvid=5102012615&mcid=500020&playurlVersion=WX-A1-8.9.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=9c2114352319023fe77d0953f1a90919&ddCalcu=991ce922019910a413f532539109d07273ef#http://ott.mobaibox.com/PLTV/3/224/3221228209/index.m3u8
119.34ms,北京文艺,https://migu.188766.xyz/?migutoken=be172f44a3d079afc072feab3c821071&id=%E5%8C%97%E4%BA%AC%E6%96%87%E8%89%BA&type=yy
119.57ms,河南公共,https://migu.188766.xyz/?migutoken=2544e64eb86c2a428551c8f9c80f75a5&id=%E5%85%AC%E5%85%B1%E9%A2%91%E9%81%93&type=yy#https://migu.188766.xyz/?migutoken=039231d6f8ec9bc45641135a466f4885&id=%E6%B3%95%E6%B2%BB%E9%A2%91%E9%81%93&type=yy
120.82ms,无线新闻台,http://php.jdshipin.com:8880/smt.php?id=inews_twn
121.21ms,魔界(1982)HD国语版,https://cdn.wlcdn99.com:777/20220427/qcXTZQhH/index.m3u8
121.68ms,河南电视剧,https://migu.188766.xyz/?migutoken=ed6a0e494f21183e1cfb2091eae510c8&id=%E7%94%B5%E8%A7%86%E5%89%A7%E9%A2%91%E9%81%93&type=yy
122.05ms,宿迁新闻综合,https://migu.188766.xyz/?migutoken=8940b7d327e86578d44ac9ffc84849d4&id=%E5%AE%BF%E8%BF%81%E6%96%B0%E9%97%BB%E7%BB%BC%E5%90%88&type=yy
122.50ms,河南象视界,https://migu.188766.xyz/?migutoken=bf4627ee422ee32bf68b298447634ac1&id=%E8%B1%A1%E8%A7%86%E7%95%8C&type=yy
122.73ms,北京纪实科教,https://migu.188766.xyz/?migutoken=fadb2bfc39fb05a64dff7112ff6b69d1&id=%E5%8C%97%E4%BA%AC%E7%BA%AA%E5%AE%9E%E7%A7%91%E6%95%99&type=yy
122.86ms,明珠台,https://migu.188766.xyz/?migutoken=7587aa81b1dcc4ed3adff2166ecdaf82&id=pearl_twn&type=dy
123.15ms,盐城新闻综合,https://migu.188766.xyz/?migutoken=78a9ce5b46b795dff10d43ff8766ce78&id=%E7%9B%90%E5%9F%8E%E6%96%B0%E9%97%BB%E7%BB%BC%E5%90%88&type=yy
123.20ms,RTHK32,http://php.jdshipin.com/TVOD/iptv.php?id=rthk32
123.34ms,徐州新闻综合,https://migu.188766.xyz/?migutoken=1c39de05d8c840b1b84f9e099b154701&id=%E5%BE%90%E5%B7%9E%E6%96%B0%E9%97%BB%E7%BB%BC%E5%90%88&type=yy
124.08ms,新片放映厅,https://migu.188766.xyz/?migutoken=a760db55eac3c0df715385a1b489a4ab&id=%E6%96%B0%E7%89%87%E6%94%BE%E6%98%A0%E5%8E%85&type=yy
124.41ms,陕西秦腔,https://migu.188766.xyz/?migutoken=00b7a7b7b6139ddf7cd7cd63ecf4acf9&id=%E9%99%95%E8%A5%BF%E7%A7%A6%E8%85%94%E9%A2%91%E9%81%93&type=yy
124.45ms,经典动画大集合,https://migu.188766.xyz/?migutoken=b7e45ef68b21f05995bd54c6d9e42c3b&id=%E7%BB%8F%E5%85%B8%E5%8A%A8%E7%94%BB%E5%A4%A7%E9%9B%86%E5%90%88&type=yy
124.94ms,泰州新闻综合,https://migu.188766.xyz/?migutoken=a32e56bd6b0980ed421e423cecb140aa&id=%E6%B3%B0%E5%B7%9E%E6%96%B0%E9%97%BB%E7%BB%BC%E5%90%88&type=yy
125.14ms,江苏国际,https://migu.188766.xyz/?migutoken=662d122697d6f936a4f044984f2bfb66&id=%E6%B1%9F%E8%8B%8F%E5%9B%BD%E9%99%85&type=yy#http://gslbmgsplive.miguvideo.com/wd_r2/jstv/jsguoji/600/index.m3u8?msisdn=20250924140032a23adde8c2024361b8c25764d8e6c1ca&mdspid=&spid=699067&netType=0&sid=5500260577&pid=2028597139&timestamp=20250924140032&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=626064674&ParentNodeID=-99&assertID=5500260577&client_ip=106.13.250.83&SecurityKey=20250924140032&promotionId=&mvid=5100186482&mcid=500020&playurlVersion=WX-A1-8.9.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=b4002ef8e5d3aa9c7b68320aaca54bb0&ddCalcu=0bb4eb02406520aecfa8ae052d338a6ab97c
125.56ms,陕西秦腔频道,https://migu.188766.xyz/?migutoken=4e5ec21b95659a73df312dd4c4e62076&id=%E9%99%95%E8%A5%BF%E7%A7%A6%E8%85%94%E9%A2%91%E9%81%93&type=yy#http://gslbmgsplive.miguvideo.com/migu/kailu/sxqqpd/51/20250804/index.m3u8?msisdn=20250924140033894be27f4cfa4a1f89cd46b6b3d1501b&mdspid=&spid=600572&netType=0&sid=5910022188&pid=2028597139&timestamp=20250924140033&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=956909303&ParentNodeID=-99&assertID=5910022188&client_ip=106.13.250.83&SecurityKey=20250924140033&promotionId=&mvid=5900006711&mcid=500020&playurlVersion=WX-A1-8.9.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=58af5f29aea1987c84327f111b949ccb&ddCalcu=b5c8eca29f64509fb2191a1efa712938478c
125.93ms,北京影视,https://migu.188766.xyz/?migutoken=f5c1a4115e6ec8cebf3d3917b46348e5&id=%E5%8C%97%E4%BA%AC%E5%BD%B1%E8%A7%86&type=yy#http://iptv.huuc.edu.cn/hls/btv4hd.m3u8#http://iptv.huuc.edu.cn/hls/btv4hd.m3u8
126.44ms,中学生,https://migu.188766.xyz/?migutoken=bc5286e82e5c754d8239844a364fb97b&id=%E4%B8%AD%E5%AD%A6%E7%94%9F&type=yy
126.84ms,南通新闻综合,https://migu.188766.xyz/?migutoken=61a3a9103235260cc82c94647d760ce5&id=%E5%8D%97%E9%80%9A%E6%96%B0%E9%97%BB%E7%BB%BC%E5%90%88&type=yy
126.87ms,宿迁新闻综合,https://migu.188766.xyz/?migutoken=b96e734b9e203d8e5dee99fb7796a46f&id=%E5%AE%BF%E8%BF%81%E6%96%B0%E9%97%BB%E7%BB%BC%E5%90%88&type=yy#http://gslbmgsplive.miguvideo.com/wd_r2/jstv/sqxinwenzonghe/600/index.m3u8?msisdn=202509241400334e1564ac09634f479f80bfda4fccc5df&mdspid=&spid=699067&netType=0&sid=5500469357&pid=2028597139&timestamp=20250924140033&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=639731832&ParentNodeID=-99&assertID=5500469357&client_ip=106.13.250.83&SecurityKey=20250924140033&promotionId=&mvid=5102012616&mcid=500020&playurlVersion=WX-A1-8.9.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=d88ba6ebd8167d65a3d6de05f314aead&ddCalcu=dda8ee82ab94a0163efb5d08e1d667dd36a5
127.09ms,连云港新闻综合,https://migu.188766.xyz/?migutoken=718c4099f3e8a2dce18722e3b4821c26&id=%E8%BF%9E%E4%BA%91%E6%B8%AF%E6%96%B0%E9%97%BB%E7%BB%BC%E5%90%88&type=yy
127.24ms,河南民生,https://migu.188766.xyz/?migutoken=fc5939dcb32364c5c4004d2527d99d3b&id=%E6%B0%91%E7%94%9F%E9%A2%91%E9%81%93&type=yy
127.27ms,南通新闻综合,https://migu.188766.xyz/?migutoken=aa1a069376df8340e4d5262902499b01&id=%E5%8D%97%E9%80%9A%E6%96%B0%E9%97%BB%E7%BB%BC%E5%90%88&type=yy
127.65ms,抗战经典影片,https://migu.188766.xyz/?migutoken=a019e653ee6d92929096c62bbb9acb3f&id=%E6%8A%97%E6%88%98%E7%BB%8F%E5%85%B8%E5%BD%B1%E7%89%87&type=yy
127.86ms,淮安新闻综合,https://migu.188766.xyz/?migutoken=0cdd889b5c06d04bb2a556da06e6a286&id=%E6%B7%AE%E5%AE%89%E6%96%B0%E9%97%BB%E7%BB%BC%E5%90%88&type=yy
128.31ms,经典香港电影,https://migu.188766.xyz/?migutoken=23254bf3dec678a3c91f8d4ab1d19ada&id=%E7%BB%8F%E5%85%B8%E9%A6%99%E6%B8%AF%E7%94%B5%E5%BD%B1&type=yy
128.97ms,宜兴新闻综合,https://migu.188766.xyz/?migutoken=4873bfdd2ea2ce5965c7ca45f73bdbe0&id=%E5%AE%9C%E5%85%B4%E6%96%B0%E9%97%BB%E7%BB%BC%E5%90%88&type=yy#http://gslbmgsplive.miguvideo.com/migu/kailu/yxxwzh/51/20250604/index.m3u8?msisdn=20250924140033796ae4eee0f14c7e9abfd538fd00cf63&mdspid=&spid=699067&netType=0&sid=5910022179&pid=2028597139&timestamp=20250924140033&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=955227996&ParentNodeID=-99&assertID=5910022179&client_ip=106.13.250.83&SecurityKey=20250924140033&promotionId=&mvid=5900006707&mcid=500020&playurlVersion=WX-A1-8.9.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=56c03dd235c3482d4f4cd244774a3838&ddCalcu=8536e8c2305a304d7d7243452cd3c448f24d
129.65ms,咪咕24小时体育台,https://migu.188766.xyz/?migutoken=73e769dbaadcf25c782d58b3a5e4e48b&id=%E5%92%AA%E5%92%9524%E5%B0%8F%E6%97%B6%E4%BD%93%E8%82%B2%E5%8F%B0&type=yy#http://gslbmgsplive.miguvideo.com/wd_r2/virtuallive/tysy201903/75/index.m3u8?msisdn=20250924140030db62dc2f2e3b49408feb9a436d18841e&mdspid=&spid=800033&netType=0&sid=5500751211&pid=2028597139&timestamp=20250924140030&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=654102378&ParentNodeID=-99&assertID=5500751211&client_ip=106.13.250.83&SecurityKey=20250924140030&promotionId=&mvid=5102223687&mcid=500020&playurlVersion=WX-A1-8.9.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=e37bd709d985dda88a2fbfdb1181828d&ddCalcu=de83e2728b41d0871019bdd9f8b5fd2daa88
129.90ms,河南武术,https://migu.188766.xyz/?migutoken=441bfa3a34f81a9685bc32bc850b7745&id=%E6%AD%A6%E6%9C%AF%E9%A2%91%E9%81%93&type=yy
130.65ms,北京文艺,https://migu.188766.xyz/?migutoken=929a2bf45d533bf3b8123dbd3ca5bec2&id=%E5%8C%97%E4%BA%AC%E6%96%87%E8%89%BA&type=yy#http://iptv.huuc.edu.cn/hls/btv2hd.m3u8#http://iptv.huuc.edu.cn/hls/btv2hd.m3u8
130.77ms,河南梨园,https://migu.188766.xyz/?migutoken=9fd4270a6d0c4f49455fe16957779b79&id=%E6%A2%A8%E5%9B%AD%E9%A2%91%E9%81%93&type=yy
131.28ms,钱塘江,https://migu.188766.xyz/?migutoken=37d23d0a26bdcd33263f803378689d1b&id=%E9%92%B1%E5%A1%98%E6%B1%9F&type=yy#http://gslbmgsplive.miguvideo.com/wd_r3/cnr/qiantangjiang/2000/index.m3u8?msisdn=202509241400368127759ce4c743ddbae639ef800d38e6&mdspid=&spid=800033&netType=0&sid=5500613479&pid=2028597139&timestamp=20250924140036&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=647370520&ParentNodeID=-99&assertID=5500613479&client_ip=106.13.250.83&SecurityKey=20250924140036&promotionId=&mvid=5102115888&mcid=500020&playurlVersion=WX-A1-8.9.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=01b677d8259cad608c6910d7f9802af9&ddCalcu=90f1eab2267070879df872d5091c9a6dc680
131.67ms,北京生活,https://migu.188766.xyz/?migutoken=5352c66f3445e6f6a6674e780db1be96&id=%E5%8C%97%E4%BA%ACi%E7%94%9F%E6%B4%BB&type=yy
132.05ms,连云港新闻综合,https://migu.188766.xyz/?migutoken=80d6ab3f29daf8a4027f5a638cd3b024&id=%E8%BF%9E%E4%BA%91%E6%B8%AF%E6%96%B0%E9%97%BB%E7%BB%BC%E5%90%88&type=yy
132.31ms,徐州新闻综合,https://migu.188766.xyz/?migutoken=7215dec437da2985987c817dd9b26a1e&id=%E5%BE%90%E5%B7%9E%E6%96%B0%E9%97%BB%E7%BB%BC%E5%90%88&type=yy#http://gslbmgsplive.miguvideo.com/wd_r2/jstv/xzxinwenzonghe/600/index.m3u8?msisdn=202509241400333b7dc229a44c40f4810a52ab847ecb06&mdspid=&spid=699067&netType=0&sid=5500469368&pid=2028597139&timestamp=20250924140033&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=639731747&ParentNodeID=-99&assertID=5500469368&client_ip=106.13.250.83&SecurityKey=20250924140033&promotionId=&mvid=5102012620&mcid=500020&playurlVersion=WX-A1-8.9.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=723069967237a0e0fdc69f26550fdd4a&ddCalcu=a742ed32d09f600959566722f3976ac0def0#http://ott.mobaibox.com/PLTV/3/224/3221225945/index.m3u8
132.38ms,四海钓鱼,https://migu.188766.xyz/?migutoken=3fa3733555c3f45764d6894cf529e538&id=%E5%9B%9B%E6%B5%B7%E9%92%93%E9%B1%BC&type=yy#http://gslbmgsplive.miguvideo.com/wd_r4/peoplecn/shdiaoyu/1200/index.m3u8?msisdn=20250924140030bd538d66e2df416c992437539e6bbe35&mdspid=&spid=600697&netType=0&sid=5910022184&pid=2028597139&timestamp=20250924140030&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=637444975&ParentNodeID=-99&assertID=5910022184&client_ip=106.13.250.83&SecurityKey=20250924140030&promotionId=&mvid=5100132656&mcid=500020&playurlVersion=WX-A1-8.9.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=bc762453f08f8ba856fd2e0741056d7d&ddCalcu=db7ced726675200415437f00e82fd8fb6a58
132.93ms,河南睛彩中原,https://migu.188766.xyz/?migutoken=cab43828be58adaae573a6f4f902d31e&id=%E7%9D%9B%E5%BD%A9%E4%B8%AD%E5%8E%9F&type=yy
133.46ms,宜兴新闻综合,https://migu.188766.xyz/?migutoken=42f3c99376466977b3fa4b28f51c6a08&id=%E5%AE%9C%E5%85%B4%E6%96%B0%E9%97%BB%E7%BB%BC%E5%90%88&type=yy
133.49ms,东森综合,https://cdn.iptv8k.top/dl/jrys.php?id=220&time=20240926215313&ip=111.229.253.40
134.06ms,Love Nature 4K「自然」,https://d18dyiwu97wm6q.cloudfront.net/playlist2160p.m3u8
